"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"rno04710","Organismal Systems","Environmental adaptation","rno04710","Circadian rhythm","33/5855","34/10049",2.58661943438647e-07,1.87667495133146e-06,7.93654787258558e-07,"Prkab1/Clock/Cul1/Skp1/Cry1/Bhlhe40/Cry2/Prkaa2/Nr1d1/Rora/Csnk1d/Nfil3/Prkaa1/Creb1/Btrc/Per3/Per2/Dbp/Fbxl21/Bmal1/Per1/Npas2/Prkab2/Fbxw11/Rorc/Bhlhe41/Nr1d2/Prkag1/Rbx1/Csnk1e/Fbxl3/Rorb/Prkag2",33
"rno04714","Organismal Systems","Environmental adaptation","rno04714","Thermogenesis","195/5855","267/10049",2.6559098111151e-07,1.88680259497969e-06,7.97937816058704e-07,"Mapk14/Mapk13/Prkab1/Cox6a1/Ndufv3/Actl6b/Atp5pf/Atf2/Atp5po/Ndufb4/Klb/Atp5f1b/Cox18/Sdhc/Atp5pd/Rps6kb1/Rptor/Grb2/Adcy3/Ndufaf5/Sos2/Adcy8/Ndufaf1/Ndufaf7/Gcg/Frs2/Ndufa4/Creb3l1/Sirt6/Rps6ka3/Ndufa7/Arid1a/Mapk11/Sos1/Ndufaf4/Ndufa12/Cox4i2/Sdhb/Prkaa2/Cnr1/Dpf3/Ndufb11/Ndufa6/Ndufb9/Ndufs3/Smarca4/Ndufb2/Cpt1b/Mtor/Smarce1/Acsl1/Mlst8/Coa7/Cox6c/Smarcd2/Ndufs4/Actl6a/Ndufb5/Ndufb3/Tsc2/Ndufc2/Smarca2/Uqcrh/Tsc1/Cpt2/Ndufv2/Cyc1/Creb3l2/Prkaa1/Rps6ka2/Creb1/Sdha/Ndufb8/Ndufb10/Cpt1a/Acsl3/Npr1/Atp5f1d/Atp5mc2/Uqcrc2/Zfp516/Atp5pb/Ndufa10/Acsl5/Hras/Cox5b/Atp5f1a/Arid1b/Cox15/Ndufs8/Ndufa2/Cox4i1/Ndufab1/Ndufv1/Uqcrfs1/Pnpla2/Cox5a/Acsl4/Cox6a2/Ndufaf3/Akt1s1/Slc25a20/Coa3/Lipe/Ndufa13/Dpf1/Smarcc2/Ndufs6/Mgll/Fgfr1/Smarcb1/Rps6kb2/Ndufb6/Acsl6/Cox6b1/Atp5mf/Ndufb7/Cpt1c/Gnas/Ndufs5/Uqcrb/Cox7a2l2/Cox7a2/Nras/Ndufs7/ND2/ND3/Prkaca/CYTB/Uqcrc1/ND4/COX2/Mapk12/ND4L/Ndufa8/Ndufa4l2/Kdm3a/ATP6/ATP8/ND1/ND5/Adcy5/COX3/COX1/Atp5mg/ND6/Map3k5/Cox7c/Actg1/LOC100361457/Kdm1a/Atp5mc3/Ndufs2/Sdhd/Ndufaf6/Prkab2/Smarcc1/Atp5f1c/Cox7a2l/Creb3/Smarcd3/Rps6ka1/Prkacb/Ndufa11/Kdm3b/LOC100361879/Rheb/Cox11/Cox19/Adcy9/Rps6/Map2k3/Prdm16/Actb/Smarcd1/Rps6ka6/Ndufa1/Adcy6/Prkag1/Uqcr10/Adcy1/Ndufa9/Cox7b/Ndufaf2/Ndufa10l1/Coa6/Prkag2/Ndufa5/Ndufs1/Coa4/Uqcrq/Ppargc1a/Ndufc1/Creb5/LOC120097699",195
"rno04922","Organismal Systems","Endocrine system","rno04922","Glucagon signaling pathway","87/5855","107/10049",3.0546546069056e-07,2.12579024684655e-06,8.99006833826137e-07,"Pfkfb1/Phkg1/Prkab1/Sik1/Pfkl/Atf2/Ppp4r3b/LOC100361025/Plcb1/Crebbp/Gcg/Creb3l1/Pygl/Calml4/Pygb/Pdhb/Prkaa2/Ppp3cc/Cpt1b/Pkm/Pde3b/Camk2d/Slc2a2/Creb3l2/Prkaa1/Ldhb/Pgam2/Foxo1/Creb1/Gnaq/Cpt1a/Calm3/Pfkp/Fbp1/Fbp2/Pck2/Ppp4c/G6pc1/Gys1/G6pc3/Plcb3/Ppara/Akt1/Ppp4r3a/Cpt1c/Gnas/Pdha1/Itpr2/Phka1/Acaca/Camk2a/Prkaca/Plcb4/Itpr1/Ppp3ca/Gcgr/Akt3/Prkab2/Prmt1/Slc2a1/Calm1/Atf4/Camk2g/Creb3/Camk2b/Prkacb/LOC100362738/Pgam1/Pfkm/Sirt1/Gck/Acacb/Ppp3cb/Prkag1/Phkb/Phkg2/Itpr3/Crtc2/Phka2/Prkag2/Akt2/Ppp3r2/Ppargc1a/Calm2/Ep300/Creb5/Ldhal6b",87
"rno03460","Genetic Information Processing","Replication and repair","rno03460","Fanconi anemia pathway","47/5855","52/10049",3.40843618292047e-07,2.32455347675176e-06,9.83064751705484e-07,"Brca2/Hes1/Top3b/Fancb/Ercc4/Fance/Ube2t/Rad51c/Usp1/Rpa3/Blm/Poli/Rpa2/Fanca/Telo2/Fancc/Ercc1/Wdr48/Rmi1/Polh/Slx1b/Mus81/Atrip/Brca1/Fancl/Eme2/Fan1/Eme1/Faap24/Slx4/Palb2/Atr/Fanci/Faap100/Rad51/Rev3l/Mlh1/Pms2/Rev1/Top3a/Fancg/Polk/Fancd2/Ercc4l1/Rpa1/Brip1/Rmi2",47
"rno04935","Organismal Systems","Endocrine system","rno04935","Growth hormone synthesis, secretion and action","95/5855","119/10049",4.63582790270873e-07,3.09964179377191e-06,1.31085329756676e-06,"Pik3r3/Atf6b/Mapk14/Mapk13/Irs3/Atf2/Mapk1/Crkl/Socs1/Sstr2/Gsk3b/Mapk9/Prkca/Map2k4/Grb2/Adcy3/Map2k6/Plcb1/Crk/Sos2/Adcy8/Crebbp/Gna11/Creb3l1/Mapk11/Sos1/Sstr3/Fos/Shc2/Shc4/Ptk2/Socs2/Raf1/Map2k1/Mrap2/Mtor/Prkcb/Creb3l2/Map3k1/Creb1/Gnaq/Shc3/Stat1/Irs1/Ghr/Pik3cb/Hras/Gnai2/Pik3r1/Pik3r2/Stat5b/Stat5a/Gnai3/Stat3/Map2k2/Shc1/Plcb3/Akt1/Irs2/Gnas/Nras/Itpr2/Cacna1d/Cacna1c/Prkaca/Bcar1/Plcb4/Itpr1/Mapk12/Adcy5/Akt3/Mapk8/Atf4/Creb3/Mapk10/Prkacb/Adcy9/Map2k3/Sstr1/Plcg1/Adcy6/Pik3ca/Jak2/Mapk3/Adcy1/Igfbp3/Itpr3/Gnai1/Akt2/Prkcg/Junb/Ep300/Creb5/Cacna1s/Socs3",95
"rno05208","Human Diseases","Cancer: overview","rno05208","Chemical carcinogenesis - reactive oxygen species","193/5855","266/10049",6.64310183253224e-07,4.35634177864133e-06,1.84231771469011e-06,"Slc26a1/Pik3r3/Foxo3/Mapk14/Mapk13/Cox6a1/Ndufv3/Gstt1/Nfe2l2/Atp5pf/Mapk1/Atp5po/Sod1/Ndufb4/Atp5f1b/Mapk9/Sdhc/Map3k14/Ephx1/Atp5pd/Map2k4/Grb2/Mgst3/Egfr/Sos2/Ahr/Acp1/Prkd3/Ndufa4/Vdac1/Ndufa7/Mapk11/Sos1/Nfkbia/Ndufa12/Cox4i2/Mgst1/Sdhb/Fos/Ndufb11/Ptk2/Cat/Ndufa6/Jun/Ndufb9/Ndufs3/Src/Ndufb2/Raf1/Map2k1/Ptpn1/Cox6c/Braf/Slc25a4/Slc25a5/Slc25a6/Ndufs4/Ndufb5/Ndufb3/Ndufc2/Uqcrh/Gsto1/Ndufv2/Cyc1/Nqo1/Gsto2/Sdha/Vdac2/Ndufb8/Hmox1/Ndufb10/Atp5f1d/Atp5mc2/Uqcrc2/Atp5pb/Ndufa10/Pik3cb/Prkd2/Hras/Cox5b/Atp5f1a/Akr1a1/Ephx2/Ndufs8/Ndufa2/Cox4i1/Slc26a2/Ndufab1/Ndufv1/Uqcrfs1/Cox5a/Pik3r1/Gstm7/Sod2/Ikbkb/Prkcd/Gstm4/Vdac3/Pik3r2/Vegfa/Cox6a2/Map2k2/Slc26a6/Ndufa13/Pten/Keap1/Bad/Ndufs6/Ndufb6/Chuk/Akt1/Cox6b1/Ndufb7/Ndufs5/Nfkb1/Uqcrb/Ephx4/Cox7a2l2/Cox7a2/Pld1/Nras/Ndufs7/Araf/ND2/ND3/CYTB/Uqcrc1/Cbr1l1/Cbr1/Cbr1l2/Abl1/ND4/COX2/Mapk12/ND4L/Arnt/Ndufa8/Ndufa4l2/Rela/ATP6/ATP8/Ptpn11/Gstm1/ND1/ND5/COX3/Hif1a/Ptprj/COX1/ND6/Map3k5/Cox7c/Pld2/Akt3/Atp5mc3/Akr1c15/Ndufs2/Sdhd/Abl2/Map2k7/Atp5f1c/Mapk8/Cox7a2l/Mapk10/Pdpk1/Prkd1/Cyp2f4/Ndufa11/LOC100361879/Gstm5/Ikbkg/Gstt2/Ndufa1/Pik3ca/Uqcr10/Met/Rac1/Mapk3/Ndufa9/Egf/Cox7b/Ndufa10l1/Ndufa5/Ndufs1/Mgst2/Akt2/Uqcrq/Ppif/Ndufc1/Gstm6l/Gstm2/Gstm6/LOC120097699",193
"rno05203","Human Diseases","Cancer: overview","rno05203","Viral carcinogenesis","162/5855","219/10049",7.18839015839078e-07,4.5544319521887e-06,1.92609099382575e-06,"Pik3r3/Atf6b/Bak1/Hdac2/RT1-M3-1/RT1-N3/RT1-S3/Mrps18b/Gtf2h4/Gtf2h3/Mad1l1/Ywhag/Tbp/Atf2/Mapk1/Ranbp1/Hdac8/Psmc1/Grb2/Hdac9/Gtf2a1/Crebbp/Ywhae/Creb3l1/Traf2/Hdac11/Hdac6/Nfkbia/Ccne2/Traf3/Lyn/Chek1/Jun/Src/Hdac1/Casp3/Gtf2b/Pkm/Rasa2/Syk/Ywhab/Creb3l2/Rbl2/Cdc42/LOC100359916/Creb1/Ccne1/Tradd/Ccna2/Ube3a/Rb1/Pik3cb/Hras/Gtf2a1l/Vac14/Irf7/Atp6v0d1/Jak3/Pik3r1/Gsn/Hnrnpk/Polb/Ltbr/Vdac3/Pik3r2/Nfkb2/Stat5b/Irf9/Stat5a/Stat3/Hdac4/Actn4/Irf3/Ddb1/Bax/Bad/Cdk4/Cdk2/Ywhaz/Cdc20/Nfkb1/Ddx3x/Nras/Ubr4/Ccna1/RT1-M6-1/RT1-M6-2/Prkaca/Gtf2e1/Rela/Scrib/Usp7/Tp53/RT1-T24-4/Pxn/Snd1/RT1-CE2/Cdkn1b/RT1-N2/Hdac5/Kat2a/Hdac10/Chd4/Snw1/Gtf2e2/Dlg1/Hdac3/RT1-CE16/Mapkapk2/Gtf2h2/RT1-T24-3/Srf/Jak1/Rbl1/Atf4/Creb3/Hist3h2ba/Mdm2/Gtf2h1/Prkacb/LOC100362738/Rhoa/Traf5/Rbpj/Eif2ak2/C3/Ccnd3/Ywhaq/Ikbkg/RT1-CE11/Actn1/Rel/Dnaja3/RT1-CE1/RT1-O1/Pik3ca/Gtf2a2/Ywhah/Cdk1/Rac1/Mapk3/Ccnd1/Skp2/Cdkn1a/Hdac7/Traf1/Ccnd2/H2bc18/Hist1h2bo/RT1-CE15/LOC684797/H2bc6/LOC100365043/LOC100910200/Kat2b/Il6st/H2bu1/Ep300/Tbpl1/Creb5/Hist1h2bq/Rbpjl",162
"rno04015","Environmental Information Processing","Signal transduction","rno04015","Rap1 signaling pathway","160/5855","216/10049",7.27184380998902e-07,4.5544319521887e-06,1.92609099382575e-06,"Pik3r3/Mapk14/Mapk13/Adora2a/Pdgfa/Mapk1/Crkl/Kit/Pdgfra/Ralb/Adora2b/Prkca/Pfn1/Adcy3/Egfr/Map2k6/Plcb1/Crk/Dock4/Adcy8/Rapgef5/Ngfr/Prkd3/Pgf/Angpt1/Rassf5/Kitlg/Mapk11/Rap1b/Calml4/Vav2/Rapgef4/Cnr1/Fgf22/Tln2/Epha2/Src/Rapgef2/Prkci/Rapgef6/Ralgds/Raf1/Map2k1/Pard6b/Braf/Itgb1/Fgf9/Vegfc/Ins1/Prkcb/Cdc42/Rala/Fyb1/Gnaq/Igf1r/P2ry1/Evl/Prkcz/Rgs14/Efna2/Pik3cb/Vasp/Prkd2/Hras/Tln1/Gnai2/Calm3/Angpt2/Fgfr3/Pdgfb/Pfn2/Itgal/Farp2/Csf1/Pik3r1/Pik3r2/Gnao1/Vegfa/Gnai3/Sipa1l2/Magi3/Map2k2/Cdh1/Ins2/Rras/Vav3/Efna1/Efna4/Sipa1/Rasgrp2/Plcb3/Fgfr1/Id1/Akt1/Krit1/Afdn/Gnas/Itga2b/Magi1/Nras/Enah/Bcar1/Fgfr4/Pard3/Plcb4/Grin1/Lpar1/Mapk12/Pard6a/Efna5/Drd2/Lcp2/Tiam1/Rap1gap/Rap1a/Adcy5/Mras/Vegfb/Rasgrp3/Actg1/LOC100361457/Akt3/Rapgef1/Ctnnd1/Calm1/Plce1/Insr/Prkd1/Kdr/Rhoa/Fgf18/Adcy9/Map2k3/Rac3/F2r/Plcg1/Ctnnb1/Arap3/Actb/Pdgfc/Adcy6/Rapgef3/Thbs1/Pik3ca/Efna3/Pard6g/Met/Rac1/Fgf1/Mapk3/Adcy1/Sipa1l1/Egf/Gnai1/Magi2/Skap1/Akt2/Lat/Prkcg/Calm2",160
"rno05166","Human Diseases","Infectious disease: viral","rno05166","Human T-cell leukemia virus 1 infection","185/5855","254/10049",7.34585798740113e-07,4.5544319521887e-06,1.92609099382575e-06,"Pik3r3/Atf6b/Anapc16/RT1-M3-1/RT1-N3/RT1-S3/Ran/Mad1l1/Anapc7/Anapc5/Tbp/Atf2/Ets2/Mapk1/Ranbp1/Tgfb2/Mapk9/Calr/Map3k14/Il15/Pttg1/Map2k4/Adcy3/Anapc4/Myc/Adcy8/Crebbp/Mad2l1/Creb3l1/Cdc27/Vdac1/Xiap/Tgfbr1/Nfkbia/Bub1b/Ccne2/Fos/Bcl2l1/Anapc13/Chek1/Jun/Ets1/Tln2/Cdkn2c/Lck/Ppp3cc/Tgfb3/Elk1/Map2k1/Xpo1/Nrp1/Slc25a4/Slc25a5/Slc25a6/Anapc2/Crtc3/Espl1/Creb3l2/Map3k1/Creb1/Vdac2/Il1r2/Il1r1/Ccne1/Ccna2/Rb1/Gps2/Pik3cb/Hras/Tln1/E2f1/Tert/B2m/Vac14/Cdc16/Itgal/Anapc10/Il15ra/Jak3/Pik3r1/Ikbkb/Polb/Ltbr/Vdac3/Pik3r2/Nfkb2/Egr1/Stat5b/Stat5a/Anapc15/Map2k2/Nfatc4/Fosl1/Bub3/Tgfb1/Icam1/Pten/Bax/Trrap/Chuk/Akt1/Cdk4/Cdk2/Fdps/Cdc20/Nfkb1/Cdc23/Crtc1/Nras/Smad3/Ccna1/Relb/RT1-M6-1/RT1-M6-2/Prkaca/RT1-Db2/Rela/Tp53/Smad2/RT1-T24-4/Ppp3ca/Tnfrsf1a/Adcy5/RT1-CE2/Canx/Atr/RT1-N2/Atm/Cd40/Kat2a/Anapc1/Chek2/Akt3/Nfatc1/Dlg1/RT1-CE16/RT1-T24-3/Srf/Slc2a1/Jak1/Elk4/Mapk8/Atf4/Creb3/Mapk10/Nfyb/Prkacb/RT1-DMa/Ranbp3/E2f2/Adcy9/Ccnd3/Tcf3/Il2rb/Ikbkg/RT1-CE11/E2f3/Ppp3cb/Smad4/RT1-CE1/Adcy6/RT1-O1/Pik3ca/Nfatc3/Mapk3/Adcy1/Ccnd1/Map3k3/Kat5/Zfp36/Cdkn1a/Crtc2/Ccnd2/RT1-CE15/Ccnb2/Akt2/Nfatc2/Ppp3r2/Kat2b/Il6/RT1-DOb/RT1-Bb/Ep300/Tbpl1/Creb5",185
"rno05213","Human Diseases","Cancer: specific types","rno05213","Endometrial cancer","54/5855","62/10049",7.79149977638104e-07,4.74446682811774e-06,2.00645764918083e-06,"Pik3r3/Foxo3/Bak1/Mapk1/Gsk3b/Grb2/Egfr/Myc/Sos2/Gadd45a/Ctnna2/Ctnna1/Sos1/Elk1/Raf1/Map2k1/Braf/Casp9/Gadd45g/Ddb2/Tcf7l2/Tcf7l1/Pik3cb/Hras/Pik3r1/Ilk/Pik3r2/Gadd45b/Map2k2/Cdh1/Apc/Pten/Bax/Bad/Akt1/Nras/Araf/Tp53/Apc2/Ctnna3/Akt3/Mlh1/Pdpk1/Polk/Ctnnb1/Pik3ca/Mapk3/Ccnd1/Axin2/Egf/Cdkn1a/Tcf7/Akt2/Axin1",54
"rno04211","Organismal Systems","Aging","rno04211","Longevity regulating pathway","77/5855","94/10049",8.24225437773891e-07,4.9308925312438e-06,2.08529796814447e-06,"Pik3r3/Foxo3/Atf6b/Prkab1/Camkk2/Irs3/Atf2/Rps6kb1/Rptor/Adcy3/Adipor1/Adcy8/Creb3l1/Atg101/Adipor2/Prkaa2/Sesn3/Cat/Mtor/Ins1/Tsc2/Tsc1/Creb3l2/Prkaa1/Foxo1/Creb1/Appl1/Igf1r/Irs1/Pik3cb/Hras/Atg13/Pik3r1/Sod2/Pik3r2/Eif4e2/Akt1s1/Ins2/Camk4/Bax/Rps6kb2/Akt1/Irs2/Nfkb1/Nras/Prkaca/Rela/Tp53/Ehmt2/Adcy5/Ulk1/Atg5/Akt3/Stk11/Rb1cc1/Prkab2/Atf4/Sesn1/Creb3/Ehmt1/Insr/Sesn2/Prkacb/Rheb/Adcy9/Sirt1/Adcy6/Prkag1/Pik3ca/Adcy1/Eif4e/Eif4e1b/Prkag2/Eif4ebp1/Akt2/Ppargc1a/Creb5",77
"rno01522","Human Diseases","Drug resistance: antineoplastic","rno01522","Endocrine resistance","79/5855","97/10049",9.41980675215619e-07,5.4265523600069e-06,2.29491487365626e-06,"Pik3r3/Notch4/Mapk14/Mapk13/Gper1/Mapk1/Mapk9/Rps6kb1/Grb2/Adcy3/Egfr/Sos2/Adcy8/Ncoa3/Mapk11/Sos1/Jag1/Fos/Shc2/Shc4/Ptk2/Jun/Cdkn2c/Carm1/Src/Raf1/Map2k1/Bik/Mtor/Braf/Dll4/Jag2/Igf1r/Sp1/Shc3/Rb1/Pik3cb/Hras/E2f1/Hbegf/Pik3r1/Notch2/Dll3/Pik3r2/Notch1/Map2k2/Shc1/Bax/Bad/Rps6kb2/Akt1/Cdk4/Gnas/Notch3/Nras/Araf/Prkaca/Mapk12/Tp53/Adcy5/Cdkn1b/Akt3/Mapk8/Mapk10/Mdm2/Med1/Prkacb/E2f2/Adcy9/Dll1/E2f3/Ncor1/Adcy6/Pik3ca/Mapk3/Adcy1/Ccnd1/Cdkn1a/Akt2",79
"rno04520","Cellular Processes","Cellular community - eukaryotes","rno04520","Adherens junction","79/5855","97/10049",9.41980675215619e-07,5.4265523600069e-06,2.29491487365626e-06,"Fyn/Heg1/Mapk1/Nectin3/Baiap2/Egfr/Rock2/Crebbp/Acp1/Map3k7/Ctnna2/Ctnna1/Nectin1/Wasl/Tgfbr1/Rap1b/Nlk/Src/Snai1/Pdcd10/Ptpn1/Tjp1/Vcl/Csnk2a2/Arhgap29/Iqgap1/Cdc42/Igf1r/Myl7/Tcf7l2/Smurf2/Tcf7l1/Myl12a/Sorbs1/Fer/Myl11/Farp2/Nectin2/Ptprf/Cdh1/Actn4/Fgfr1/Smurf1/Krit1/Rasip1/Afdn/Radil/Smad3/Ssx2ip/Pard3/Rap1a/Ctnna3/Ptprj/Rock1/Actg1/LOC100361457/Ptprm/Ctnnd1/Ptpn6/Insr/Wasf2/Rhoa/Snai2/Wasf1/Rac3/Csnk2b/Ctnnb1/Actn1/Actb/Smad4/Lmo7/Ptprb/Met/Rac1/Mapk3/Ccm2/Tcf7/Csnk2a1/Ep300",79
"rno04530","Cellular Processes","Cellular community - eukaryotes","rno04530","Tight junction","129/5855","170/10049",9.54818597068662e-07,5.4265523600069e-06,2.29491487365626e-06,"Arpc1b/Arpc1a/Prkab1/Cldn15/Cldn4/Runx1/Rap2c/Dlg3/Mapk9/Nherf1/Tuba4a/Cldn6/Llgl1/F11r/Rock2/Llgl2/Actr2/Myh9/Ybx3/Ppp2ca/Patj/Prkaa2/Nf2/Amotl2/Arpc3/Jun/Arpc4/Jam3/Src/Rapgef2/Prkci/Rapgef6/Gata4/Cldn11/Pard6b/Itgb1/Tjp1/Ppp2r1a/Cldn23/Ppp2r2a/Prkaa1/Map3k1/Cdc42/Arpc2/Arhgap17/Arpc5l/Sympk/Ppp2cb/Prkce/Myl12a/Prkcz/Cd1d1/Vasp/Rab13/Ppp2r2d/Hspa4/Nedd4l/Rab8b/Ocln/Marveld2/Tjap1/Myh14/Arhgef2/Actn4/Tjp3/Cttn/Cgn/Pcna/Cldn20/Cdk4/Igsf5/Afdn/Tuba1c/Rdx/Micall2/Magi1/Cacna1d/Ppp2r2b/Prkaca/Actr3b/Pard3/Pard6a/Scrib/Tiam1/Ezr/Rap1a/Mpdz/Rock1/Map3k5/Actg1/LOC100361457/Dlg2/Dlg1/Stk11/Cldn12/Map2k7/Prkab2/Arpc5/Ppp2r1b/Whamm/Synpo/Mapk8/Myh10/Tjp2/Mapk10/Arhgef18/Prkacb/Rhoa/Rab8a/Actn1/Actb/Tuba1b/Tuba1a/Myl6/Cgnl1/Prkag1/Actr3/Pard6g/Rac1/Epb41l4b/Nedd4/Ppp2r2c/Ccnd1/Amot/Pals1/Prkag2/Msn/Myh11/Crb3",129
"rno05231","Human Diseases","Cancer: overview","rno05231","Choline metabolism in cancer","81/5855","100/10049",1.06310547302635e-06,5.94293387380305e-06,2.51329507859552e-06,"Pik3r3/Plpp2/Slc44a4/Pdgfa/Pcyt1a/Dgkg/Mapk1/Pdgfra/Dgke/Mapk9/Prkca/Rps6kb1/Grb2/Egfr/Sos2/Sos1/Fos/Pla2g4f/Plpp3/Lypla1/Slc22a5/Jun/Ralgds/Raf1/Map2k1/Mtor/Chkb/Tsc2/Prkcb/Pcyt1b/Tsc1/Sp1/Pik3cb/Hras/Chka/Pdgfb/Dgkz/Pik3r1/Pik3r2/Map2k2/Pip5k1a/Rps6kb2/Pla2g4e/Akt1/Dgkq/Dgki/Dgkd/Dgka/Pld1/Nras/Slc22a21/Hif1a/Slc44a3/Pld2/Akt3/Dgkh/Slc22a4/Pip5k1c/Mapk8/Mapk10/Plpp1/Pla2g4b/Pdpk1/Wasf2/Pip5k1b/Rheb/Wasf1/Rac3/Gpcpd1/Plcg1/Chpt1/Slc44a1/Pdgfc/Pik3ca/Rac1/Mapk3/Egf/Eif4ebp1/Akt2/Prkcg/Slc44a2",81
"rno00564","Metabolism","Lipid metabolism","rno00564","Glycerophospholipid metabolism","82/5855","102/10049",1.65628047417106e-06,9.10954260794086e-06,3.8524690146254e-06,"Plpp2/Agpat1/Pnpla6/Pla2g1b/Agpat3/Pcyt1a/Dgkg/Cds1/Gpat3/Dgke/Pgs1/Adprm/Lpin1/Lpcat4/Phospho1/Pla2g4f/Plpp3/Lypla1/Pnpla7/Cdipt/Lypla2/Sgms2/Chkb/Pcyt1b/Pla2g6/Lpcat3/Gpat2/Etnk1/Lpin2/Ptdss2/Lpin3/Pla2g2f/Chka/Lpcat1/Agpat4/Dgkz/Gpat4/Agpat2/Lcat/Gnpat/Pla2g15/Cds2/Crls1/Pla2g3/Pla2g4e/Agpat5/Dgkq/Plaat3/Dgki/Gpd1l1/Dgkd/Dgka/Cept1/Mboat1/Pld1/Lclat1/Gpd2/Sgms1/Pcyt2/Pld2/Pld3/Dgkh/Lpgat1/Etnk2/Plpp1/Pla2g4b/Ache/Gpcpd1/Chpt1/Selenoi/Mboat2/Gpam/Pemt/Ptdss1/Pisd/Pla2g2c/Pla2g12a/Gpd1/Tafazzin/Mboat7/Samd8/Plpp5",82
"rno03022","Genetic Information Processing","Transcription","rno03022","Basal transcription factors","40/5855","44/10049",1.87860009195689e-06,1.01682957358301e-05,4.30022076187291e-06,"RGD1562272/Gtf2h4/Gtf2h3/Taf6/Gtf2i/Tbp/Taf1/Gtf2a1/Mnat1/Gtf2b/Ercc3/Gtf2a1l/Gtf2h5/Ercc2/Taf5l1/Cdk7/Taf10/Taf6l/Taf7/Taf5/Taf13/Taf4b/Taf11/Taf2/Gtf2e1/Gtf2f2/Ccnh/Gtf2e2/Gtf2h2/Taf3/Gtf2h1/Gtf2f1/Taf12/Taf9/Taf15/Taf4/Gtf2a2/Taf9b/Taf8/Tbpl1",40
"rno05214","Human Diseases","Cancer: specific types","rno05214","Glioma","64/5855","77/10049",2.63533804042135e-06,1.404141049662e-05,5.93817946608099e-06,"Pik3r3/Bak1/Pdgfa/Mapk1/Pdgfra/Prkca/Grb2/Egfr/Sos2/Gadd45a/Camk1g/Sos1/Calml4/Shc2/Shc4/Raf1/Map2k1/Mtor/Braf/Camk2d/Prkcb/Gadd45g/Ddb2/Igf1r/Shc3/Rb1/Pik3cb/Hras/E2f1/Calm3/Pdgfb/Pik3r1/Pik3r2/Gadd45b/Map2k2/Camk4/Shc1/Pten/Bax/Camk1/Akt1/Cdk4/Nras/Araf/Camk2a/Tp53/Tgfa/Akt3/Calm1/Camk2g/Mdm2/Camk2b/E2f2/Polk/Plcg1/E2f3/Pik3ca/Mapk3/Ccnd1/Egf/Cdkn1a/Akt2/Prkcg/Calm2",64
"rno00240","Metabolism","Nucleotide metabolism","rno00240","Pyrimidine metabolism","48/5855","55/10049",2.88750392656068e-06,1.51482898301107e-05,6.40628401520345e-06,"Umps/Nme2/Nme1/Dck/Nt5m/Nt5c/Uck2/Upp1/Dut/Entpd6/Cmpk1/Ctps1/Nt5e/Uck1/Tk2/Dctd/Nudt2/Enpp3/Enpp1/Uckl1/Nme3/Nt5c3b/Dctpp1/Dtymk/Entpd3/Nt5c2/Nme4/Nme6/Hddc2/Rrm2b/Tymp/Entpd5/Cmpk2/Dpyd/Tyms/Ak9/Upb1/Nt5c3a/Nme7/Ctps2/Entpd4/Cant1/Dhodh/Tk1/Rrm1/Rrm2/Cad/LOC100359539",48
"rno03440","Genetic Information Processing","Replication and repair","rno03440","Homologous recombination","39/5855","43/10049",2.94878534446016e-06,1.52353909463775e-05,6.44311949268009e-06,"Brca2/Top3b/Abraxas1/Babam2/Rad51c/Rad51d/Xrcc2/Rpa3/Nbn/Mre11/Rad52/Sem1/Blm/Xrcc3/Rbbp8/Rpa2/Rad54l/Pold2/Bard1/Uimc1/Babam1/Pold3/Pold4/Pold1/Mus81/Brca1/Eme1/Palb2/Atm/Rad51/Rad54b/Rad50/Top3a/Brcc3/Ssbp1/Rad51b/Rpa1/Brip1/Topbp1",39
"rno04912","Organismal Systems","Endocrine system","rno04912","GnRH signaling pathway","73/5855","90/10049",3.29203347621956e-06,1.67549763491174e-05,7.08575940678836e-06,"Mapk14/Mapk13/Mapk1/Mapk9/Prkca/Map2k4/Grb2/Adcy3/Egfr/Map2k6/Plcb1/Sos2/Adcy8/Gna11/Mapk11/Sos1/Calml4/Pla2g4f/Jun/Src/Elk1/Raf1/Map2k1/Camk2d/Prkcb/Map3k1/Cdc42/Gnaq/Hras/Calm3/Hbegf/Prkcd/Egr1/Map2k2/Plcb3/Ptk2b/Pla2g4e/Gnas/Pld1/Nras/Itpr2/Cacna1d/Camk2a/Cacna1c/Prkaca/Plcb4/Itpr1/Mapk12/Adcy5/Pld2/Map3k2/Map2k7/Map3k4/Calm1/Mapk8/Atf4/Camk2g/Mapk10/Pla2g4b/Camk2b/Lhb/Prkacb/Adcy9/Mapk7/Map2k3/Adcy6/Mapk3/Adcy1/Map3k3/Itpr3/Gnrh1/Calm2/Cacna1s",73
